"Code","NUTS2","NUTS2_Name","COUNTRY","LF_113- GDP","LF_113 - GDP/capita","LF_211 - Recreational opportunities potential","LF_311 - Water consumption","LF_312 - Water productivity","LF_321 - Food and feed production","LF_331 - Biomass harvested from energy crops","LF_332 - Energy content of dedicated energy crops","LF_411 - Share  of residential areas over the total land area","LF_412 - Residential areas per person","LF_413 - Urban Sprawl","LF_415 - Population density","LF_421 - Share of industrial/commercial areas","LF_422 - Industrial economic output per unit of industrial/commercial area","LF_431 - Share of built-up areas over the total land","LF_432 - Productivity of built-up areas","LF_433 - Built-up  per person","LF_441 - Potential accessibility","LF_442 - Network efficiency","LF_443 - Local accessibility (Travel time to nearest city)","LF_444 - Daily accessibility (Amount of people reached within 4 hours)","LF_511- NO2 removal by urban vegetation","LF_521 - Capacity of ecosystems to avoid soil erosion","LF_522 - Soil retention","LF_524 - Water Retention","LF_531 - Relative pollination potential","LF_532 - C-stock changes","LF_612a - Habitat quality for common birds","LF_612b - Habitat quality for forest birds","LF_612c - Habitat quality for farmland birds","LF_621 - Proportion of Green Infrastructure","LF_622 - Green Infrastructure fragmentation","Year","POPULATION"
"877","IE02","Southern and Eastern","Ireland",115.96,186.87,81,101.26,105.26,275,108.12,101.19,43.39,94.11,102.72,90.92,44.66,140.03,77.47,148.8,103.79,31.37,94.05,65.1,16.79,63.96,103.25,101.33,110.92,54.09,99.91,113.22,119.95,113.71,63.88,100.89,2020,3487170
"885","IT","ITALY (CNT)","Italy",387.71,115.8,93.43,117.32,61.92,96.84,162.46,178.84,91.28,57.07,91.57,149.67,100,136.41,97.67,177.43,57.31,124.95,116.5,117.64,113.79,80.41,94.41,253.36,102.82,131.11,101.51,101.39,93.24,108.7,96.45,15.14,2020,49108546
"888","IT0","ITALY","Italy",104.62,111.44,101.41,107.51,96.03,62.94,116.26,112.52,54.86,65.18,93.01,100.3,67.45,108.52,76.85,145.84,65.88,85.46,104.03,96.37,81.27,93.61,94.86,107.09,100.54,141.56,100.11,104.88,103.74,104.62,121.54,94.4,2020,62876779
"894","ITC1","Piemonte","Italy",114.62,122.34,94.21,117.37,92.33,48.91,113.15,107.9,54.16,62.25,99.21,103.77,70.18,108.25,89.94,156.39,64.69,131.06,108.77,161.31,110,97.11,98.48,110.71,99.63,123.32,100.02,118.69,107.77,138.43,129.21,89.57,2020,4565727
"897","ITC2","Valle dAosta/Vallee dAoste","Italy",81.77,143.2,135.89,91.46,99.52,11.96,101.62,90.77,17.72,88.85,99.65,73.93,19.14,106.18,38.74,141.21,84.13,119.19,108.17,204.82,107.5,216.89,103.89,115.04,67.01,62.74,100.01,45.2,55.75,13.47,192.05,86.25,2020,133719
"902","ITC3","Liguria","Italy",104.79,123.59,132.95,100.36,101.52,15.22,88.34,71.93,66.64,45.3,82.79,113.87,44.66,271.53,100.13,247.5,41.61,120.54,110.85,140.96,108.09,184.74,99.75,108.94,102.64,157.94,100.05,135.61,182.11,94.83,180.81,89.9,2020,1645238
"910","ITC4","Lombardia","Italy",124,141.06,85.11,119.96,93.95,115.22,119.65,118.21,134.7,62.84,99.65,121.68,178.65,118.07,0,180.69,64.92,157.57,108.64,156.81,116.21,75.59,95.08,109.21,100.63,62.74,100,94.91,74.87,119.56,99.67,95.15,2020,10483167
"915","ITF1","Abruzzo","Italy",100.32,93.18,120.04,105.77,95.77,41.3,114.61,110.23,42.68,67.81,97.9,96.89,70.18,55.29,77.47,106.29,72.92,67.49,105.85,51.27,66.52,93.75,96.25,107.38,106.91,173.08,100.12,102.19,123.26,96.93,129.42,93.09,2020,1401339
"920","ITF2","Molise","Italy",86.24,95.75,98.32,100.02,94.69,54.35,119.65,116.39,25.38,72.77,99.43,85.41,31.9,58.65,38.74,106.29,74.98,58.42,105.5,47.35,57.65,71.02,92.96,105.26,106.91,164.43,100.33,132.83,125.61,144.17,109.44,94.2,2020,318555
"924","ITF3","Campania","Italy",112.16,73.83,118.57,109.93,97.11,90.22,114.61,110.23,92.73,43.26,81.04,121.22,102.09,100.5,116.21,142.73,42.98,77.5,108.13,42.04,56.66,95.69,93.28,105.9,103.39,194.72,100.06,114.62,123.26,103.77,107.78,96.93,2020,5998091
"929","ITF4","Puglia","Italy",109.03,76.12,73.37,115.23,91.85,103.26,123.77,123.88,58.28,55.53,85.42,106.99,57.42,88.36,89.94,118.43,53.49,47.9,107.49,41.82,45.09,28.65,88.72,99.32,107.16,112.5,99.99,94.48,41.12,135.34,49.94,100.42,2020,4188538
"934","ITF5","Basilicata","Italy",91.16,86.66,91.57,106.55,91.6,133.7,109.92,102.65,15.88,56.7,84.76,80.81,31.9,42.37,38.74,106.29,67.67,43.94,107.81,35.48,51.23,93.34,92.43,105.85,104.15,160.1,100.3,116.44,109.48,125.19,110.07,95.17,2020,578403
"937","ITF6","Calabria","Italy",102.11,77.64,110.06,106.55,95.8,58.7,117.27,114.46,37.15,58.16,86.73,97.34,25.52,111.35,61.4,119.95,53.95,31.64,108.3,27.77,39.98,116.5,92.96,105.65,103.65,203.37,100.43,104.12,128.07,83.24,130.88,92.65,2020,1986648
"943","ITG1","Sicilia","Italy",111.04,75.7,82.18,112.52,94.64,77.17,115.98,112.42,59.98,61.67,87.61,105.61,38.28,130.47,89.94,113.88,55.09,25.48,94.24,22.7,17.05,59.19,87.76,103.12,100.88,183.9,99.97,100.58,59.6,123.2,79.07,100.1,2020,5159959
"949","ITG2","Sardegna","Italy",101.88,88.71,101.84,108.02,94.61,43.48,115.98,111.34,31.48,91.48,100.53,84.95,31.9,64.07,61.4,81.99,89.38,6.08,47.19,16.12,4.11,89.41,90.2,101.23,102.39,339.68,100.05,107.76,81.71,122.32,142.11,95.07,2020,1708995
"952","ITH1","Prov. Auto. di Bolzano/Bozen","Italy",96.07,155.06,128.84,100.02,98.49,18.48,95.94,81.35,20.42,57.58,86.51,85.41,12.76,256.28,38.74,249.02,51.66,110.25,106.56,145.71,125.06,154.27,102.3,111.72,79.8,58.42,99.94,74.66,95.6,33.23,188.3,89.26,2020,541311
"957","ITH2","Prov. Auto. di Trento","Italy",94.96,129.73,133.24,97.54,99.88,17.39,104,96.39,37.15,83.59,98.56,90,25.52,138.99,61.4,141.21,76.13,115.64,106.07,157.96,114.97,122.59,100.6,111.02,88.84,75.72,99.85,100.37,145.37,40.62,184.77,95.25,2020,568396
"962","ITH3","Veneto","Italy",116.18,127.04,82.18,116.47,93.65,121.74,152.59,165.32,105.92,73.65,103.16,113.42,159.51,78.8,128.68,135.14,78.18,131.45,108.14,156.82,114.33,46.03,92.75,107.87,107.66,64.91,99.91,96.83,74.45,127.84,82.19,95.13,2020,5223928
"970","ITH4","Friuli-Venezia Giulia","Italy",102.55,128.79,96.85,106.67,95.85,40.22,134.15,138.61,74.87,94.99,110.6,101.48,82.95,82.93,108.75,113.88,94.18,106.56,107.02,154.47,108.47,79.64,96.46,112.22,103.14,88.71,100.23,88.05,96.02,80.92,120.89,94.23,2020,1255065
"972","ITH5","Emilia-Romagna","Italy",115.74,134.52,72.49,116.58,93.37,114.13,118.49,115.44,59.13,58.75,91.33,106.53,102.09,86.81,100.13,170.06,65.84,121.45,109.36,144.23,109.05,50.72,93.07,104.61,113.18,103.85,100.25,115.69,85.88,160.18,88.43,93.52,2020,4668969
"976","ITI1","Toscana","Italy",113.05,123.29,98.03,108.02,98.93,40.22,119.65,118.21,47.5,57.87,88.04,102.4,70.18,100.5,89.94,165.5,61.49,92.17,108.25,117.09,104.9,88.49,95.3,105.29,105.15,168.76,100.12,123.08,134.05,109.07,126.71,96.18,2020,3892107
"981","ITI2","Umbria","Italy",97.64,101.4,89.81,105.09,95.17,50,122.81,121.57,38.43,69.85,94.61,94.59,51.04,69.24,77.47,116.92,72.24,74.24,105.72,71.83,87.69,73.67,94.23,106.06,106.15,173.08,100.19,129.93,148.89,114.04,114.65,96.63,2020,962003
"989","ITI3","Marche","Italy",103.89,112.02,83.06,104.53,98.01,52.17,119.65,118.21,48.21,55.82,90.02,103.31,102.09,63.81,89.94,142.73,65.38,75.15,105.24,75.42,91.67,51.72,93.17,107.01,101.14,127.65,100.28,114.19,89.29,137,81.36,97.3,2020,1666920
"993","ITI4","Lazio","Italy",117.75,130.65,100.96,109.15,99.83,73.91,119.65,117.31,83.66,49.98,85.63,116.63,108.47,146.48,116.21,206.5,52.58,80.89,107.37,51.72,70.38,76.9,92.32,105.59,100.88,173.08,100.14,92.34,96.45,93.72,104.66,96.43,2020,5929701
"1029","LV","LATVIA (CNT)","Latvia",5.41,47.44,110.95,87.49,125.81,81.4,160.73,178.84,27.6,104.77,96.94,23.63,0,33.14,32.56,38.66,107.62,17.74,92.46,35.7,15.37,121.79,103.32,5.92,103.82,74.16,96.91,99.23,105.36,91.82,121.32,32.15,2020,5577269
"1035","LV0","LATVIA","Latvia",97.64,46.12,112.11,94.5,103.34,63.04,124.69,125.34,17.87,111.06,98.99,69.79,19.14,24.54,38.74,33.4,115.9,11.85,92.2,27.59,10.31,123.41,102.51,93.43,103.65,84.38,99.32,103.48,109.16,96.26,140.03,96.6,2020,2141315
"1038","LV00","Latvija","Latvia",97.64,46.12,112.11,94.5,103.34,63.04,124.69,125.34,17.87,111.06,98.99,69.79,19.14,24.54,38.74,33.4,115.9,11.85,92.2,27.59,10.31,123.41,102.51,93.43,103.65,84.38,99.32,103.48,109.16,96.26,140.03,96.6,2020,2141315
"1000","LT","LITHUANIA (CNT)","Lithuania",8.04,47.45,90.51,98.96,66.77,77.19,172.75,216.23,57.32,151.08,110.88,35.09,100,22.68,65.12,26.87,154.95,28.41,98.93,41.41,22.26,75.59,102.58,6.42,102.82,47.24,99.26,110.64,110.44,116.04,79.37,81.53,2020,50033337
"1004","LT0","LITHUANIA","Lithuania",101.44,46.14,90.98,106.89,95.31,59.78,134.73,139.08,38.14,160.16,113.23,77.6,44.66,16.79,77.47,22.78,166.88,18.97,94.9,31.99,14.95,76.6,101.77,93.74,102.64,54.09,99.83,116.54,115.25,123.86,91.55,100.29,2020,3179986
"1009","LT00","Lietuva","Lithuania",101.44,46.14,90.98,106.89,95.31,59.78,134.73,139.08,38.14,160.16,113.23,77.6,44.66,16.79,77.47,22.78,166.88,18.97,94.9,31.99,14.95,76.6,101.77,93.74,102.64,54.09,99.83,116.54,115.25,123.86,91.55,100.29,2020,3179986
"1013","LU","LUXEMBOURG (CNT)","Luxembourg",11.13,364.83,99.27,83.43,170.37,124.91,4.31,0,152.84,90.43,110.88,158.26,300,215.6,179.07,308.98,103.59,287.68,140.54,217.77,375.02,225.94,104.18,69.25,99.3,88.67,99.92,93.78,111.99,78.93,89.17,328,2020,5351427
"1018","LU0","LUXEMBOURG","Luxembourg",104.79,354.7,100.37,90.11,109.4,96.74,0,0,102.66,95.86,113.23,107.45,197.79,159.66,134.01,264.2,111.56,192.13,111.08,168.28,251.71,228.96,103.36,102.74,99.13,101.69,99.67,102.51,120.7,89.75,102.99,105.8,2020,573066
"1021","LU00","Luxembourg","Luxembourg",104.79,354.7,100.37,90.11,109.4,96.74,0,0,102.66,95.86,113.23,107.45,197.79,159.66,134.01,264.2,111.56,192.13,111.08,168.28,251.71,228.96,103.36,102.74,99.13,101.69,99.67,102.51,120.7,89.75,102.99,105.8,2020,573066
"1045","MT","MALTA (CNT)","Malta",1.63,73.89,72.99,80.4,136.02,147.37,0,0,401.21,39.42,65.84,346.6,500,88.61,439.53,149.22,43.51,14.35,0,39.34,9.84,88.29,86.42,19.3,60.08,113.8,100,79.79,71.38,74,27.95,565.21,2020,5704485
"1046","MT0","MALTA","Malta",86.02,71.84,72.2,86.84,104.73,114.13,0,0,267.56,41.79,67.24,143.26,484.91,65.62,184.19,127.54,46.86,9.58,55.83,30.37,6.6,89.47,85.74,97.91,60.23,129.81,99.56,4.18,0,0,32.04,119.95,2020,415271
"1052","MT00","Malta","Malta",86.02,71.84,72.2,86.84,104.73,114.13,0,0,267.56,41.79,67.24,143.26,484.91,65.62,184.19,127.54,46.86,9.58,55.83,30.37,6.6,89.47,85.74,97.91,60.23,129.81,99.56,4.18,0,0,32.04,119.95,2020,415271
"1128","PL","POLAND (CNT)","Poland",108.73,53.18,93.43,105.74,97.4,74.39,193.67,293.25,80.67,86.02,104.66,88.08,100,46.75,81.4,55.41,84.27,99.03,114.65,108.88,95.66,71.23,102.57,21.78,103.07,40.42,107.99,103.14,102.15,105.97,82.65,21.07,2020,5726933
"1135","PL0","POLAND","Poland",97.62,47.21,94.83,99.88,99.17,59.44,148.87,159.83,57.13,96.43,106.7,94.56,61.81,33.42,86.2,42.8,94.37,69.38,101.54,85.65,67.54,75.05,101.82,96.18,102.63,47.06,100.47,108.37,107.8,111.14,96.7,95.56,2020,38395404
"1138","PL11","Lodzkie","Poland",99.65,48.95,67.8,100.81,99.28,73.91,151.24,163.37,61.54,93.53,107.1,97.8,63.8,33.33,89.94,44.03,91.67,75.68,101.54,91.29,80.02,49.22,101.34,92.38,101.89,43.27,100.25,105.51,90.25,126.51,76.15,100.55,2020,2471434
"1144","PL12","Mazowieckie","Poland",112.16,80.46,78.95,103.06,102.28,85.87,153.62,166.55,64.94,88.26,106.66,100.1,63.8,60.2,100.13,75.92,87.56,58.26,98.95,72.58,57.9,58.85,101.45,91.76,106.91,47.6,100.3,99.08,87.16,113.93,86.97,98.22,2020,5399627
"1149","PL21","Malopolskie","Poland",101.66,43.44,96.26,101.04,99.82,54.35,147.62,158.06,90.32,83.59,107.54,107.91,76.56,37.46,116.21,44.03,80.47,80.13,101.93,78.49,76.48,87.69,102.83,105.44,98.88,58.42,100.8,105.19,110.44,104.43,105.7,92.78,2020,3384980
"1151","PL22","Slaskie","Poland",107.02,56.58,101.55,105.99,98.11,41.3,142.08,150.1,128.75,71.61,102.5,118.01,255.22,25.83,147.48,56.18,84.13,102.39,104.02,86.19,93.31,109.85,102.72,102.77,94.36,51.92,100.56,101.23,118.03,90.3,106.32,95.42,2020,4579052
"1159","PL31","Lubelskie","Poland",95.18,35.75,84.82,99.91,98.21,63.04,151.24,163.15,47.5,116.61,113.23,88.16,25.52,35.65,77.47,28.85,104.01,40.84,95.65,63.12,39.27,51.79,101.66,96.05,108.16,41.11,100.64,104.76,85.34,122.1,87.18,95.15,2020,2111922
"1161","PL32","Podkarpackie","Poland",94.96,35.3,108.59,99.68,98.33,46.74,145.56,155.05,64.94,112.52,113.67,95.51,38.28,36.17,89.94,28.85,99.9,49.71,97.44,73.1,49.11,90.59,102.51,103,98.88,51.92,100.68,115.58,129.56,104.43,116.1,91.67,2020,2122265
"1168","PL33","Swietokrzyskie","Poland",91.38,41.68,81.59,96.98,98.95,75,153.62,166.75,61.68,120.71,115.64,92.75,44.66,27.39,89.94,30.37,112.02,67.81,100.41,81.16,72.29,69.04,102.09,98.05,106.15,45.43,100.53,113.54,118.13,117.13,93.22,95.87,2020,1231855
"1175","PL34","Podlaskie","Poland",90.27,38.96,105.95,97.54,98.15,97.83,149.5,160.58,35.59,126.26,112.79,80.81,19.14,29.19,61.4,28.85,114.07,31.59,95.83,56.94,30.93,60.99,101.87,93.45,110.92,43.27,100.52,104.01,99.33,113.04,112.15,94.38,2020,1172351
"1180","PL41","Wielkopolskie","Poland",103.89,53.68,86.58,101.94,100.05,71.74,152.85,165.73,52.32,91.77,106.22,95.05,57.42,32.55,89.94,48.59,92.58,79.84,103.88,97.89,80.28,58.45,101.13,91.7,102.39,41.11,100.25,106.15,92.71,124.19,79.69,95.05,2020,3506004
"1183","PL42","Zachodniopomorskie","Poland",95.4,45.74,119.74,98.9,99.06,35.87,154.36,167.74,32.33,88.26,101.84,86.32,44.66,25.83,61.4,41,93.73,73.03,105.57,99.29,60.36,90.14,101.56,93.64,105.15,51.92,100.22,120.29,130.63,112.6,111.94,93.2,2020,1692657
"1188","PL43","Lubuskie","Poland",90.04,44,115.34,94.5,100.41,33.7,139.42,146.57,37.72,106.39,106.22,85.41,31.9,31.26,61.4,34.92,103.79,96.29,107.22,120.91,98.53,114.81,101.77,93.79,107.16,62.74,100.19,117.62,135.76,98.25,132.33,92.46,2020,1019551
"1194","PL51","Dolnoslaskie","Poland",102.55,57.24,92.45,101.71,99.68,43.48,149.5,160.58,62.81,90.6,107.32,99.18,76.56,32.81,100.13,50.11,94.41,100.51,105.99,105.23,107.34,86.81,101.77,100.58,99.88,51.92,100.91,111.51,109.59,118.12,86.77,97.5,2020,2851256
"1196","PL52","Opolskie","Poland",89.82,42.98,73.37,97.77,97.79,60.87,149.5,160.58,65.79,125.09,117.39,93.21,63.8,21.96,100.13,28.85,122.07,96.08,105.05,91.8,101.65,60.85,101.56,95.7,101.89,38.94,100.34,109.8,100.19,124.86,76.36,99.06,2020,1020313
"1202","PL61","Kujawsko-Pomorskie","Poland",96.97,43.82,88.63,101.37,97.77,71.74,148.58,159.35,36.44,64.59,95.71,94.59,63.8,25.06,77.47,50.11,72.92,66.9,102.11,96.7,58.79,53.46,101.03,92.62,100.13,34.62,100.27,101.44,89.83,107.3,73.24,97.42,2020,2081495
"1210","PL62","Warminsko-Mazurskie","Poland",92.05,38.14,109.77,97.09,99.13,52.17,147.62,158.32,25.95,89.43,98.12,81.73,19.14,37.2,38.74,37.96,83.67,37.91,97.71,67.74,38.98,64.98,101.98,92.79,97.87,45.43,100.56,100.26,100.83,96.48,96.96,97.72,2020,1436864
"1212","PL63","Pomorskie","Poland",98.98,48.7,105.95,99.8,99.78,43.48,145.56,154.76,45.51,73.65,95.27,96.43,44.66,42.89,77.47,56.18,72.92,53.16,101.38,88.02,35.42,93.28,101.87,95.13,101.39,43.27,100.51,117.94,127,104.54,106.12,92.51,2020,2313778
"1216","PT","PORTUGAL (CNT)","Portugal",39.55,72.32,108.03,108.56,52.66,64.56,0,0,76.42,86.57,106.16,83.07,100,110.24,65.12,81.04,78.33,45.76,106.33,22.82,45.69,136.97,95.75,101.55,79.44,270.47,99.65,106.84,96.35,105.03,136.94,5.8,2020,64714075
"1221","PT0","PORTUGAL","Portugal",98.44,69.34,110.88,108,93.29,52.39,0,0,88.53,109.48,106.88,96.98,84.22,77.4,86.52,69.54,100.17,34.5,99.58,17.31,30.28,149.79,95.19,103.11,80.76,318.47,99.87,96.79,94.89,93.3,151.97,91.88,2020,10269736
"1229","PT11","Norte","Portugal",105.23,56.95,114.46,109.03,95.13,60.87,0,0,67.63,79.2,105.57,103.31,31.9,89.13,89.94,66.81,70.18,33.37,95.16,21.92,30,162.23,99.12,106.68,69.77,283.42,99.91,94.91,79.36,83.35,156.68,89.45,2020,3752328
"1234","PT15","Algarve","Portugal",86.91,65.8,135.01,103.29,92.46,39.13,0,0,59.55,123.34,109.73,91.83,19.14,97.4,89.94,47.07,115.67,22.74,102.21,18.5,26.44,140.9,92.43,101.88,82.56,445.69,99.91,84.41,102.64,76.28,174.99,89.57,2020,498170
"1239","PT16","Centro (PT)","Portugal",101.21,58.89,108.3,109.93,92.85,35.87,0,0,55.58,134.15,118.27,88.62,31.9,48.57,77.47,41,119.1,31.9,97.46,17.56,32.26,165.07,99.12,104.92,81.56,346.17,99.92,102.94,92.92,91.74,163.54,89.32,2020,2410736
"1241","PT17","Lisboa","Portugal",107.92,99.46,91.57,104.41,99.72,68.48,0,0,241.47,49.69,90.89,137.75,325.4,104.37,175.23,154.88,53.04,58.28,104.64,13.5,32.52,186.08,93.49,102.24,85.58,225.01,99.64,63.31,80.11,58.84,108.4,101.22,2020,2863412
"1246","PT18","Alentejo","Portugal",90.94,65.61,105.07,113.31,86.29,57.61,0,0,18.43,161.04,109.95,63.37,12.76,47.54,0,37.96,142.88,26.19,98.42,15.07,30.2,94.7,91.79,99.83,84.32,292.08,99.97,138.4,119.41,156.32,156.26,89.85,2020,745090
"1253","RO","ROMANIA (CNT)","Romania",36.05,32.23,84.67,102.82,84.45,70.18,0,0,87.04,129.03,114.95,63.02,100,24.07,81.4,23.65,119.72,49.31,94.31,49.18,48.02,53.48,99.84,79.17,103.57,55.95,99.32,98.71,94.69,102.52,93.79,10.09,2020,67820253
"1260","RO0","ROMANIA","Romania",95.38,32.75,81.48,100.64,97.75,53.67,0,0,81.8,134.15,113.83,93.73,81.35,23.38,99.85,31.7,126.76,38.02,93.59,36.51,34.06,53.25,98.78,101.23,102.83,61.39,99.88,101.87,95.03,105.34,100.99,94.35,2020,21006219
"1261","RO11","Nord-Vest","Romania",95.18,28.49,89.22,98.44,99.31,54.35,0,0,51.47,135.9,117.17,86.78,38.28,18.6,77.47,19.74,124.13,37.06,94.61,61.3,28.26,57.08,100.28,104.14,102.14,77.89,99.94,108.51,101.79,123.75,131.29,91.12,2020,2668291
"1268","RO12","Centru","Romania",94.96,30.03,115.93,97.99,99.6,54.35,0,0,43.1,121.58,112.57,85.41,31.9,22.48,77.47,22.78,112.02,31.93,90.64,37.3,36.47,64.66,101.87,104.43,100.88,77.89,99.93,109.9,127,107.19,155.43,90.01,2020,2496857
"1274","RO21","Nord-Est","Romania",94.51,19.39,74.25,101.94,96.45,65.22,0,0,80.82,166.59,121.77,91.83,51.04,11.11,108.75,10.63,152.48,27.58,92.32,37.81,24.39,62.74,100.92,104.19,106.41,45.43,99.89,108.19,101.47,112.71,115.69,92.37,2020,3683456
"1276","RO22","Sud-Est","Romania",94.29,25.31,78.66,102.5,95.88,57.61,0,0,54.45,144.09,115.2,86.78,57.42,10.33,89.94,15.18,143.11,24.6,90.36,16.09,30.87,30.54,96.04,99.18,105.9,45.43,99.98,81.73,50.73,97.92,77.4,85.34,2020,2741959
"1282","RO31","Sud - Muntenia","Romania",96.3,27.38,63.98,103.51,95.94,53.26,0,0,67.35,152.56,121.33,90,57.42,12.92,100.13,15.18,143.11,37.69,92.49,26.8,41.61,35.68,97.74,100.29,106.91,51.92,99.97,98.23,76.16,107.19,65.13,96.96,2020,3136565
"1287","RO32","Bucuresti - Ilfov","Romania",102.55,72.68,56.06,100.25,100.85,57.61,0,0,257.35,42.67,86.29,142.34,331.78,81.9,177.6,136.65,44.35,74.68,95.69,23.53,46.83,47.36,96.99,89.94,98.37,32.45,99.34,92.12,67.4,86.55,46.82,113.19,2020,2247374
"1291","RO41","Sud-Vest Oltenia","Romania",91.61,24.56,84.23,100.36,96.52,47.83,0,0,56.72,159.29,120.24,85.41,38.28,14.21,89.94,13.67,145.85,32.12,94.06,34.98,34.69,55.73,98.05,103.04,99.63,86.54,100,104.55,100.4,108.19,93.84,94.7,2020,2141797
"1296","RO42","Vest","Romania",93.62,34.21,89.51,100.13,97.46,39.13,0,0,43.1,150.52,116.08,81.27,44.66,15.5,77.47,19.74,149.05,38.48,98.51,54.24,29.39,72.22,98.37,104.6,102.39,73.56,99.99,111.72,135.33,99.24,122.34,91.12,2020,1889920
"1373","SK","SLOVAKIA (CNT)","Slovakia",19.24,64.79,116.79,94.06,120.88,53.33,167.15,199.1,97.65,110.83,113.45,81.64,100,40.12,97.67,51.02,111.44,111.67,116.5,116.95,115.82,100.64,101.7,152.35,103.82,53.2,99.55,108.17,126.91,96.44,95.01,12.36,2020,73183968
"1377","SK0","SLOVAKIA","Slovakia",96.35,76.02,115.64,94.47,102.82,44.02,130.19,132.5,75.18,109.6,112.9,98.15,129.2,31.13,104.88,58.08,115.85,83.29,103.25,97.5,83.9,104.83,100.39,103.96,104.9,60.04,99.82,108.8,124.54,97.37,104.14,95.03,2020,5576326
"1381","SK01","Bratislavsky kraj","Slovakia",97.64,151.54,113.29,91.91,105.32,54.35,131.63,134.58,110.88,72.19,103.81,114.79,319.02,48.57,143.34,129.06,97.16,113.63,108.48,122.28,105.44,118.11,98.8,99.43,109.17,58.42,99.61,95.44,101.15,84.23,87.81,98.91,2020,649465
"1386","SK02","Zapadne Slovensko","Slovakia",99.2,59.94,84.82,96.87,102.06,61.96,136.41,142.2,83.52,135.61,119.8,96.43,82.95,28.94,108.75,37.96,133.28,92.05,105.53,102.98,91.83,63.11,97.95,103.12,106.41,45.43,99.95,105.4,93.67,122.87,63.05,98.28,2020,1901541
"1394","SK03","Stredne Slovensko","Slovakia",94.29,50.73,136.47,94.28,102.16,32.61,124.69,123.88,46.08,112.23,111.26,88.62,51.04,24.28,77.47,36.44,114.99,72.81,100.92,86.87,80.09,123.93,102.3,107.05,99.38,73.56,99.8,115.15,153.27,86.44,143.57,91.6,2020,1376304
"1399","SK04","Vychodne Slovensko","Slovakia",94.29,41.88,127.96,94.84,101.72,27.17,128.04,129.35,60.26,118.37,116.74,92.75,63.8,22.73,89.94,28.85,117.96,54.68,98.06,77.85,58.25,114.17,102.51,106.25,104.65,62.74,99.92,119.22,150.07,95.93,122.14,91.34,2020,1649016
"1353","SI","SLOVENIA (CNT)","Slovenia",9.58,83.96,131.39,94.27,100.17,51.93,123.72,0,61.56,76.37,106.8,75.91,100,95.59,65.12,100.96,73.02,144.58,133.14,178.52,125.47,89.55,102,700.28,99.8,96.07,99.87,119.79,146.8,92.77,152.85,10.02,2020,72186345
"1358","SI0","SLOVENIA","Slovenia",96.41,82.45,134.13,98.16,100.02,38.04,96.17,84.16,42.75,80.81,109.18,93.44,41.47,70.79,69.43,86.55,78.64,97.15,108.33,139.18,85.59,93.44,101.24,111.4,99,109.26,99.92,124.58,153.17,95.82,177.8,91.97,2020,2142217
"1361","SI01","Vzhodna Slovenija","Slovenia",95.18,67.62,127.08,99.8,98.31,46.74,88.34,71.93,36.72,81.54,109.07,90.46,31.9,60.71,61.4,71.36,78.41,94.25,108.47,133.04,78.86,80.4,101.13,109.42,102.64,110.34,99.93,128.43,144.62,114.37,171.03,92.1,2020,1130791
"1366","SI02","Zahodna Slovenija","Slovenia",97.64,97.29,141.17,96.53,101.73,29.35,104,96.39,48.78,80.08,109.29,96.43,51.04,80.86,77.47,101.73,78.87,100.06,108.18,145.32,92.32,106.47,101.34,113.37,95.36,108.18,99.91,120.72,161.71,77.28,184.56,91.85,2020,1011426
"479","ES","SPAIN (CNT)","Spain",269.76,111.18,102.19,118.15,47.15,63.16,109.01,0,33.97,48.8,90.93,65.17,0,166.41,32.56,198.49,49.25,55.13,107.25,45.93,54.57,83.87,93.4,108.92,92.26,159.94,94.34,99.95,99.87,100.31,122.15,6.13,2020,1323909
"483","ES0","SPAIN","Spain",104.62,109.96,109.51,109.64,94.4,48.85,81.11,61.56,34.83,57.56,92.49,91.55,46.26,109.31,52.76,169.3,59.47,41.03,95.24,41.55,34.96,103.69,94.77,104.48,92.56,187.96,99.74,99.65,110.2,91.51,147.63,91.52,2020,45567576
"487","ES11","Galicia","Spain",107.69,107.45,108,103.96,99.9,51.09,88.34,68.07,31.19,73.94,106.22,89.08,19.14,137.7,61.4,132.1,67.21,27.11,101.39,25.73,23.75,173.83,103.57,107.29,70.52,175.25,99.64,130.68,171.75,83.57,175.4,90.46,2020,2561115
"493","ES12","Principado de Asturias","Spain",98.76,113.5,135.01,99.23,100.12,38.04,67.65,35.97,21.55,48.52,96.8,90,38.28,79.83,38.74,168.54,56.01,28.67,100.82,38.13,18.35,172.46,103.15,110.13,79.3,203.37,99.94,97.91,146.65,61.82,194.34,89.57,2020,968166
"496","ES13","Cantabria","Spain",93.39,108.36,135.3,96.64,99.99,55.43,67.65,35.97,31.9,60.5,97.24,93.67,25.52,152.43,61.4,153.36,58.75,40.61,103.7,68.68,30.01,151.67,102.41,107.87,85.58,218.52,99.94,93.73,128.92,55.97,188.93,91.03,2020,578428
"502","ES21","Pais Vasco","Spain",108.81,153.74,122.97,100.7,102.85,27.17,52,35.97,33.46,24.55,70.52,112.5,89.33,158.89,77.47,391.74,32.46,59.64,107.86,71.33,44.52,177.23,103.25,107.01,103.39,153.61,99.93,104.33,148.04,63.26,169.16,94.25,2020,2025321
