"Code","NUTS2","NUTS2_Name","COUNTRY","LF_113- GDP","LF_113 - GDP/capita","LF_211 - Recreational opportunities potential","LF_311 - Water consumption","LF_312 - Water productivity","LF_321 - Food and feed production","LF_331 - Biomass harvested from energy crops","LF_332 - Energy content of dedicated energy crops","LF_411 - Share  of residential areas over the total land area","LF_412 - Residential areas per person","LF_413 - Urban Sprawl","LF_415 - Population density","LF_421 - Share of industrial/commercial areas","LF_422 - Industrial economic output per unit of industrial/commercial area","LF_431 - Share of built-up areas over the total land","LF_432 - Productivity of built-up areas","LF_433 - Built-up  per person","LF_441 - Potential accessibility","LF_442 - Network efficiency","LF_443 - Local accessibility (Travel time to nearest city)","LF_444 - Daily accessibility (Amount of people reached within 4 hours)","LF_511- NO2 removal by urban vegetation","LF_521 - Capacity of ecosystems to avoid soil erosion","LF_522 - Soil retention","LF_524 - Water Retention","LF_531 - Relative pollination potential","LF_532 - C-stock changes","LF_612a - Habitat quality for common birds","LF_612b - Habitat quality for forest birds","LF_612c - Habitat quality for farmland birds","LF_621 - Proportion of Green Infrastructure","LF_622 - Green Infrastructure fragmentation","Year","POPULATION"
"70","BE10","Bruxelles-Capitale","Belgium",113.95,392.55,57.82,91.57,111.83,2.17,0,0,621.19,18.12,51.69,180,906.02,544.76,245.58,499.55,22.17,312.85,111.61,125.95,276.83,193.42,103.47,93.23,94.11,10.82,98.82,24.32,23.28,11.59,47.23,115.1,2050,1352589
"72","BE21","Prov. Antwerpen","Belgium",113.73,246.43,74.55,102.16,103.64,207.61,121.8,119.93,440.83,124.8,136.23,131.32,363.68,166.89,203.28,170.06,120.25,264.49,110.33,131.2,257.55,134.81,102.62,91.38,114.44,54.09,96.67,91.37,110.34,63.7,54.31,113.41,2050,2095620
"78","BE22","Prov. Limburg (BE)","Belgium",103.22,178.13,87.75,95.63,104.58,266.3,148.58,159.6,384.82,196.11,144.99,119.84,248.84,93.26,191.91,83.51,178.08,252.16,110.43,144.54,246.06,124.22,102.19,95.53,103.14,60.58,97.38,80.66,93.67,49.9,61.8,111.33,2050,981734
"83","BE23","Prov. Oost-Vlaanderen","Belgium",109.48,195.3,56.06,100.36,103.4,278.26,144.46,153.58,383.97,138.83,138.86,126.73,267.98,127.11,193.68,126.03,128.25,245.59,110.23,126.85,269.61,68.96,101.87,95.73,91.85,23.8,97.22,70.59,67.5,59.72,24.97,122.07,2050,1714103
"86","BE24","Prov. Vlaams-Brabant","Belgium",108.36,224.9,54.3,96.87,105.66,173.91,148.89,159.85,540.79,177.7,139.29,128.57,306.26,161.73,211.48,115.4,160.94,261.97,109.96,131.2,262.15,95.95,101.87,97.63,96.62,32.45,93.55,62.02,76.05,34.22,30.17,120.09,2050,1328400
"92","BE25","Prov. West-Vlaanderen","Belgium",107.92,212.55,51.65,100.47,102.67,302.17,154.36,167.74,283.02,139.41,136.45,120.3,229.69,123.49,177.6,133.62,131.45,219.35,110.41,122.95,266.9,59.53,101.77,93.51,103.9,15.14,98.49,65.34,47.85,70.87,24.14,119.86,2050,1325568
"96","BE31","Prov. Brabant Wallon","Belgium",97.86,202.85,44.02,88.76,107.74,168.48,153.62,166.55,358.31,165.42,141.7,121.68,153.13,189.37,188.18,112.36,150.42,258.05,110.52,129.88,261.05,77.18,101.66,99.72,100.13,28.13,96.95,71.23,65.47,67.01,23.93,121.74,2050,489755
"104","BE32","Prov. Hainaut","Belgium",105.46,141.17,80.42,100.81,101.52,242.39,150.67,162.24,288.12,144.38,138.64,119.84,191.41,100.24,177.6,88.07,132.82,230.51,110.08,129.09,264.2,66.62,101.56,98.72,93.1,28.13,98.06,90.94,80.64,92.4,44.11,105.39,2050,1570273
"110","BE33","Prov. Liege","Belgium",104.79,157.15,101.25,101.82,100.46,175,144.08,152.67,254.8,153.73,138.86,116.17,165.89,101.27,170.14,92.62,141.05,226.88,110.27,150.84,248.48,121.8,102.09,102.49,93.36,58.42,98.15,80.77,95.92,56.41,110.28,99.12,2050,1317294
"111","BE34","Prov. Luxembourg (BE)","Belgium",90.49,134.4,153.79,94.73,100.38,221.74,142.9,151.08,98.97,259.24,141.05,87.24,31.9,96.11,116.21,50.11,221.06,183.56,108.99,160.95,238.69,132.68,101.13,102.71,81.81,71.4,99.25,129.29,158.61,103,168.74,98.84,2050,350736
"119","BE35","Prov. Namur","Belgium",96.52,144.53,85.41,94.16,103.11,160.87,146.27,156.18,169.87,214.82,144.77,101.48,70.18,103.6,147.48,62.25,192.48,203.99,109.05,140.83,241.86,103.41,100.28,102.65,93.1,58.42,98.65,124.26,137.36,100.79,116.1,99.68,2050,599451
"122","BG","BULGARIA (CNT)","Bulgaria",14.88,47.38,113.87,103.34,57.01,54.74,152.21,122.08,70.05,171.76,130.18,37.95,100,13.95,81.4,22.9,181.7,32.52,94.03,39.84,37.03,62.9,97.44,57.16,96.53,80.94,99.42,114.86,130.43,109.85,101.81,4.07,2050,10164726
"128","BG0","BULGARIA","Bulgaria",87.84,40.96,111.14,102.63,93.32,42.57,117.37,113.74,48.42,209.12,132.72,77.83,61.68,13.95,84.42,19.23,226.09,21.74,90.87,29.61,25.46,61.92,96.43,101.52,97.16,91.59,99.92,121.01,131.96,119.57,113.95,91.73,2050,5898877
"132","BG31","Severozapaden","Bulgaria",82.22,33.85,102.72,100.25,93.03,50,109.92,102.65,44.95,295.19,136.88,68.42,63.8,8.53,89.94,7.59,350.91,23.91,91.76,40.09,27.87,49.57,95.08,101.81,102.89,99.52,99.96,116.76,95.06,137.33,96.13,93.86,2050,597644
"140","BG32","Severen tsentralen","Bulgaria",83.12,33.01,90.1,101.37,92.47,45.65,126.43,126.73,57,261,139.29,75.76,76.56,9.3,100.13,9.11,281.18,24.44,89.21,28.4,33.76,48.63,95.3,100.63,102.14,90.87,100.07,132.08,132.87,135.56,91.97,95.62,2050,666039
"144","BG33","Severoiztochen","Bulgaria",85.8,37.16,90.98,102.73,92.45,51.09,123.77,123.13,66.07,257.2,139.29,78.98,63.8,11.63,100.13,12.15,253.98,19.23,90.07,9.59,27.08,46.2,93.92,99.56,103.14,67.07,100.11,129.83,123.15,141.19,78.65,95.98,2050,775095
"148","BG34","Yugoiztochen","Bulgaria",87.14,37.87,110.94,104.98,91.23,43.48,108.12,99.67,42.11,196.99,134.26,75.3,57.42,10.59,77.47,15.18,209.4,17.99,90.06,22.69,23.1,57.26,95.72,100.27,90.6,90.87,99.83,112.26,125.4,111.06,110.69,94.03,2050,872363
"152","BG41","Yugozapaden","Bulgaria",100.32,71.34,135.59,104.53,96.67,26.09,113.15,107.9,43.81,100.83,117.83,89.54,63.8,30.49,77.47,53.14,110.87,23.97,93.56,39.21,20.95,98.97,100.71,104.1,93.36,101.69,99.82,119.12,177.73,85.33,164.58,86.51,2050,1815485
"159","BG42","Yuzhen tsentralen","Bulgaria",88.48,32.54,136.47,101.94,94.06,39.13,122.81,122.36,36.58,143.5,128.78,78.98,44.66,13.18,61.4,18.22,150.19,20.92,90.57,37.69,20.01,70.89,97.84,102.76,90.85,99.52,99.72,116.01,137.57,106.97,141.7,84.36,2050,1172251
"799","HR","CROATIA (CNT)","Croatia",19.58,97.79,105.11,93.96,122.13,22.46,0,0,65.81,126.55,125.46,47.98,0,88.26,48.84,78.24,109.74,81.75,110.21,127.18,52.92,82.25,97.89,184.68,105.08,138.62,98.68,101.8,100.8,102.31,161.16,30.14,2050,11231198
"802","HR0","CROATIA","Croatia",102.78,94.4,108.89,97.99,102.6,27.17,0,0,42.82,140.43,129.11,82.65,19.14,92.23,69.43,64.53,123.67,53.27,97.16,97.21,34.01,86.62,96.99,106.09,102.89,169.84,99.69,105.03,102.86,106.25,187.37,96.48,2050,3760498
"809","HR03","Jadranska Hrvatska","Croatia",99.2,92.44,125.61,98.44,100.87,16.3,0,0,38.71,159.29,134.26,78.06,12.76,90.16,61.4,54.66,139.68,42.76,90.13,88.71,22.2,110.6,96.04,108.32,87.33,253.13,100,91.59,88.65,95.05,197.25,94.83,2050,1238708
"814","HR04","Kontinentalna Hrvatska","Croatia",106.35,96.37,92.16,97.54,104.33,38.04,0,0,46.93,121.58,123.96,87.24,25.52,94.3,77.47,74.4,107.67,63.77,104.2,105.7,45.82,62.63,97.95,103.86,118.45,86.54,99.37,118.47,117.06,117.46,177.48,98.14,2050,2521790
"164","CY","CYPRUS (CNT)","Cyprus",8.29,142.91,78.83,93.54,100.91,47.72,0,0,176.19,193.54,135.75,84.5,100,43.26,162.79,69.46,180.64,0.72,0,0,0.26,90.51,88.95,46.05,114.63,209.12,99.44,102.83,103.6,104.82,103.91,15.23,2050,21462187
"170","CY0","CYPRUS","Cyprus",101.88,138.94,80.12,101.04,99.95,36.96,0,0,117.26,205.17,138.64,95.05,89.33,59.42,128.68,59.22,194.54,0.48,0,0,0.16,91.72,88.29,101.2,114.44,240.15,98.02,109.47,110.66,112.38,120.06,93.65,2050,1090050
"175","CY00","Kipros / Kibris","Cyprus",101.88,138.94,80.12,101.04,99.95,36.96,0,0,117.26,205.17,138.64,95.05,89.33,59.42,128.68,59.22,194.54,0.48,0,0,0.16,91.72,88.29,101.2,114.44,240.15,98.02,109.47,110.66,112.38,120.06,93.65,2050,1090050
"178","CZ","CZECH REPUBLIC (CNT)","Czech Republic",66.47,117.03,84.67,98.44,128.09,98.25,194.82,300.92,123.12,119.1,135.32,96.68,200,42.21,130.23,83.41,123.11,152.97,125.37,158.56,152.63,105.84,101.77,75.09,97.79,45.26,101.76,113.11,113.65,117.51,87.99,39.05,2050,21006219
"183","CZ0","CZECH REPUBLIC","Czech Republic",101.3,114.18,82.21,96.09,103.5,67.12,149.06,160.03,164.14,124.8,135.21,103.89,183.44,65.59,130.48,87.5,131.62,106.62,104.77,117.78,104.46,115.22,100.69,102.25,95.96,45.98,99.08,103.3,102.42,105.45,94.28,101.27,2050,10667723
"189","CZ01","Praha","Czech Republic",108.81,237.09,46.37,96.76,105.88,17.39,134.15,138.61,732.35,57.87,106,157.04,714.6,253.18,241.28,297.6,66.07,146,108.16,119.96,124.1,156.69,98.27,96.22,79.3,4.33,90.51,18.96,8.65,8.72,29.96,122.17,2050,1294856
"193","CZ02","Stredni Cechy","Czech Republic",100.32,87.99,67.21,94.84,104.04,59.78,155.31,169.08,98.26,152.86,146.74,97.34,133.99,27.9,128.68,44.03,165.51,111.66,105.67,127.08,110.71,107.33,99.86,100.47,94.86,45.43,99.86,112.47,103.71,125.52,71.37,103.22,2050,1459195
"198","CZ03","Jihozapad","Czech Republic",99.65,98.1,100.37,95.97,102.98,101.09,150.39,161.77,52.04,153.73,140.61,84.95,57.42,40.82,89.94,51.63,155.91,105.93,104.91,150.32,104.94,102.48,101.87,102.22,97.37,56.25,100.64,125.86,123.79,138.1,119.85,95.1,2050,1230040
"203","CZ04","Severozapad","Czech Republic",98.53,93.67,98.03,97.54,101.31,64.13,147.94,158.32,68.49,106.39,131.41,97.34,108.47,35.91,108.75,63.77,121.62,117.42,106.49,149.07,116.49,131.82,101.13,103.2,102.14,56.25,99.72,105.19,110.66,98.69,123.8,95.85,2050,1148720
"209","CZ05","Severovychod","Czech Republic",101.21,93.87,81.59,95.85,103.63,67.39,152.06,164.25,87.91,149.35,139.29,95.51,82.95,44.18,116.21,53.14,147.68,92.54,102.8,116.62,93.44,117.89,101.24,103.44,95.61,54.09,100.41,121.69,126.25,121.1,107.36,98.21,2050,1509308
"213","CZ06","Jihovychod","Czech Republic",103.22,105.81,70.73,96.76,103.78,61.96,154.84,168.51,78.13,136.49,140.83,95.05,82.95,46.24,108.75,63.77,136.48,101.01,105.33,114.31,101.73,84.92,99.65,101.78,96.12,47.6,100.29,125.65,115.68,140.86,73.86,102.47,2050,1652188
"218","CZ07","Stredni Morava","Czech Republic",99.2,95.46,98.61,94.28,104.08,90.22,149.2,160.58,86.92,137.66,138.64,96.89,102.09,37.46,116.21,56.18,139.22,89.57,103.22,85,93.47,105.43,101.34,104.98,99.38,51.92,100.77,119.54,129.77,113.15,110.28,96.24,2050,1200829
"224","CZ08","Moravskoslezsko","Czech Republic",99.43,101.43,94.8,96.76,102.29,75,148.58,159.09,109.04,104.05,138.2,106.99,185.03,39.01,134.01,69.85,120.47,88.8,101.63,79.89,90.79,115.18,102.19,105.69,102.89,51.92,100.45,97.05,100.83,97.48,117.77,96.93,2050,1172587
"426","DK","DENMARK (CNT)","Denmark",98.69,306.98,67.15,96.25,152.46,293.33,0,0,146.47,136.75,125.89,100.26,100,139.9,146.51,192.94,139.67,79.63,122.34,115.47,47.5,83.45,102.46,5.55,95.78,33.26,99.3,107.66,97.18,128.51,43.57,565.02,2050,19437294
"433","DK0","DENMARK","Denmark",109.08,286.7,72.14,95.11,107.25,197.61,0,0,131.89,154.67,128.43,100.01,109.74,172.58,131.17,162.77,160.11,53.45,100.19,83.79,29.66,97.03,101.09,93.03,94.11,38.08,99.65,107.72,97.84,128.1,52.72,110.42,2050,6037836
"437","DK01","Hovedstaden","Denmark",116.41,371.66,88.34,94.5,110.49,64.13,0,0,322.15,94.11,111.48,130.86,293.5,299.17,191.91,309.75,99.44,59.82,86.24,67.87,22.81,166.66,99.65,93.3,86.33,41.11,98.76,77.66,83.85,68.89,67.62,110.72,2050,1820872
"441","DK02","Sjaelland","Denmark",104.56,216.69,68.68,90.9,108.75,244.57,0,0,96.99,158.12,136.45,96.43,70.18,122.72,122.79,109.32,165.05,57.51,99.34,76.17,35.65,75.85,99.12,92.71,90.85,34.62,100.15,116.01,105.1,137.55,42.24,115.74,2050,926009
"447","DK03","Syddanmark","Denmark",110.15,277.37,63.1,98.11,105.42,254.35,0,0,80.68,156.36,131.41,93.21,82.95,110.57,116.21,138.17,166.42,65.18,106.04,122.5,45.72,70.82,102.19,91.64,93.86,36.78,99.79,117.94,104.57,136.23,41.61,110.2,2050,1293086
"453","DK04","Midtjylland","Denmark",111.04,282.31,68.38,99.23,104.86,215.22,0,0,87.2,170.39,132.72,92.75,70.18,132.79,116.21,136.65,171.91,48.79,105.21,80.34,28.8,85.7,102.62,94.43,97.62,41.11,99.63,120.19,113.97,140.31,55.76,110.01,2050,1388283
"456","DK05","Nordjylland","Denmark",103.22,285.45,72.2,92.81,106.71,209.78,0,0,72.46,194.36,130.1,86.78,31.9,197.64,108.75,119.95,197.74,35.95,104.11,72.08,15.32,86.11,101.87,93.08,101.89,36.78,99.93,106.8,81.71,157.53,56.39,105.42,2050,609586
"462","EE","ESTONIA (CNT)","Estonia",7.39,114.35,105.11,97.82,71.34,81.4,186.2,266.45,29.72,143.09,112.59,20.05,0,24.77,32.56,63.91,157.08,8.81,45.5,19.77,8.59,126.61,102.64,3.78,128.46,58.61,98.85,102.11,100.39,115.09,124,23.48,2050,18483287
"466","EE0","ESTONIA","Estonia",100.77,111.17,105.07,105.65,95.93,63.04,144.83,154.17,20.56,151.69,114.98,66.58,31.9,30.49,38.74,54.66,169.17,5.97,71.04,15.24,5.87,128.3,101.87,91.89,127.99,69.23,99.47,107.01,104.03,122.54,143.15,121.84,2050,1213261
"474","EE00","Eesti","Estonia",100.77,111.17,105.07,105.65,95.93,63.04,144.83,154.17,20.56,151.69,114.98,66.58,31.9,30.49,38.74,54.66,169.17,5.97,71.04,15.24,5.87,128.3,101.87,91.89,127.99,69.23,99.47,107.01,104.03,122.54,143.15,121.84,2050,1213261
"570","FI","FINLAND (CNT)","Finland",75.51,247.61,128.47,95.73,147.97,18.25,146.67,122.08,25.47,186.37,116.88,12.17,0,81.29,16.28,121.42,179.15,4.48,35.39,14.07,6.15,147.13,104.46,5.12,95.78,40.02,83.9,98.82,95,102.94,167.56,1.27,2050,10071521
"572","FI0","FINLAND","Finland",102.87,258.11,126.67,92.79,106.63,21.09,114.39,110.83,44.98,215.4,119.28,67.31,34.45,118.38,63.64,108.11,207.48,5.71,57.03,18.17,7.63,181.02,103,90.81,82.67,51.06,97.95,117.98,115.08,114.83,178.32,90.41,2050,5726933
"580","FI19","Lansi-Suomi","Finland",108.81,215.85,115.05,97.21,105.61,18.48,121.8,120.76,30.77,278.82,123.96,62.45,19.14,70.01,61.4,69.85,258.32,4.85,66.86,16.91,8.14,149.96,103.36,91.92,90.34,34.62,99.09,109.15,109.69,109.73,182.69,85.34,2050,1452569
"583","FI1B","Helsinki-Uusimaa","Finland",111.27,269.62,107.12,97.21,106.47,32.61,127.25,128.72,125.06,165.13,117.83,100.56,95.71,189.11,134.01,136.65,164.37,11.19,55.01,22.73,12.33,155.77,102.62,91.21,83.07,54.09,95.6,132.4,127.53,137.99,147.11,94.03,2050,1468559.5
"589","FI1C","Etela-Suomi","Finland",111.27,269.62,114.75,95.52,107.77,36.96,137.96,143.86,31.9,150.81,129,75.3,38.28,71.82,61.4,144.25,155.22,6.57,61.84,18.18,10.23,144.34,102.83,91.11,84.32,49.76,97.32,119.97,116.64,128.28,167.08,90.11,2050,1468559.5
"593","FI1D","Pohjois- ja Ita-Suomi","Finland",107.25,201.24,137.35,96.42,105.49,4.35,83.31,68.07,5.53,193.48,104.25,35.82,6.38,71.56,0,86.55,192.71,1.56,67.67,7.37,1.67,148.43,103.89,93.48,102.64,49.76,99.53,97.58,91,104.1,202.45,84.13,2050,1306261
"600","FI20","Aland","Finland",75.74,334.2,159.07,77.61,107.81,13.04,101.62,92.75,31.62,288.76,121.33,62.45,12.76,189.37,61.4,103.25,266.78,4.41,33.78,25.66,5.78,306.58,102.3,86.32,52.95,67.07,98.22,130.79,130.52,94.06,192.26,98.41,2050,30984
"605","FR","FRANCE (CNT)","France",833.62,213.92,99.27,111.48,118.2,145.96,208.51,353.14,114.63,110.83,125.67,95.24,100,112.68,97.67,176.89,106.13,169.06,130.43,193.47,159.67,81.31,101.54,119.42,104.33,80.17,100.34,100.67,100.39,102.1,78.6,20.25,2050,10577958
"607","FR0","FRANCE","France",112.58,184.31,101.51,103.76,101.97,97.23,159.54,175.32,84.26,139.04,129.3,94.23,79.75,116.68,103.18,128.79,132.75,120.74,104.99,148.11,118.03,82.57,100.91,101.5,104.4,90.57,99.98,103.61,102.78,105.96,88.16,100.92,2050,73183968
"614","FR10","Ile de France","France",134.95,326.63,79.24,109.82,106,67.39,153.37,166.35,273.23,48.22,106,140.97,382.82,343.09,186.22,499.55,54.18,237.35,109.51,140.33,169.79,118.76,101.98,96.54,106.41,45.43,98.61,93.51,109.27,81.14,52.43,111.13,2050,14115132
"616","FR21","Champagne-Ardenne","France",107.69,204.61,81.88,102.27,101.18,98.91,161.57,178.31,44.81,176.53,135.13,78.98,44.66,81.9,77.47,98.7,171.68,150.3,108.33,156.01,186.23,59.31,101.98,100.71,116.44,51.92,100.41,116.12,100.4,138.65,71.58,101.82,2050,1344313
"622","FR22","Picardie","France",109.93,169.34,60.17,104.3,100.53,126.09,166.47,185.39,86.07,166.88,136.88,93.21,63.8,99.21,108.75,89.58,156.37,187.99,108.97,134.05,227.04,53.46,101.87,98.85,115.19,38.94,100.1,119.86,103.5,135.45,38.91,110.5,2050,2073530
"626","FR23","Haute-Normandie","France",110.82,193.37,68.09,104.41,100.8,114.13,163.76,181.4,95.57,124.51,131.19,101.02,82.95,124.78,116.21,133.62,120.25,155.46,106.26,139.14,161.99,69.56,102.3,99.03,116.69,43.27,100.19,118.58,135.33,110.06,44.11,110.86,2050,1955029
"635","FR24","Centre","France",113.73,179.72,93.92,109.26,98.25,84.78,162.77,180.09,52.18,147.3,129.88,85.41,51.04,87.84,89.94,101.73,146.31,126.49,107.47,154.69,117.08,64.13,101.98,94.87,111.42,67.07,100.33,118.47,114.18,123.53,56.18,101.32,2050,2884914
"638","FR25","Basse-Normandie","France",107.69,172.75,101.84,98.11,104.37,131.52,176.69,200.14,56.01,128.89,125.06,89.54,57.42,93.78,89.94,110.84,129.16,109.27,101.45,138.84,95.57,44.79,102.83,99.36,105.9,49.76,99.2,95.01,91.43,104.1,41.2,111.63,2050,1592037
"643","FR26","Bourgogne","France",109.48,191.17,96.85,100.81,103.03,94.57,161.04,177.6,46.08,172.44,134.69,79.9,38.28,95.07,77.47,97.18,163.45,127.53,108.67,180.25,125.02,63.74,102.83,100.27,113.43,73.56,100.68,108.94,99.97,123.97,80.31,101.08,2050,1751093
"646","FR30","Nord - Pas-de-Calais","France",117.97,184.65,84.53,105.77,102.5,160.87,168.63,188.53,173.13,104.05,127.47,116.63,178.65,117.03,151.34,148.8,102.64,197.86,109.53,125.31,258.75,43.94,101.98,97.54,112.68,21.64,99.29,94.69,76.69,107.52,22.68,110.78,2050,4272862
"654","FR41","Lorraine","France",112.16,180.67,103.02,103.96,101.67,79.35,160.3,176.27,68.77,137.07,132.29,92.75,70.18,96.62,100.13,110.84,136.02,158.02,109.18,187.43,208.64,78.59,102.83,102.35,107.91,58.42,100.61,118.58,117.7,130.26,89.05,99.93,2050,2451665
"660","FR42","Alsace","France",111.71,196.4,122.39,104.19,101.3,83.7,154.36,167.74,133.71,107.85,130.31,110.66,146.75,112.38,138.87,151.84,107.67,164.83,109.92,205.03,174.15,92.33,101.56,103.75,112.18,58.42,100.01,100.48,98.59,106.64,97.58,97.49,2050,2127004
"665","FR43","Franche-Comte","France",105.68,174.82,111.53,100.02,102.16,60.87,155.31,169.08,71.04,186.47,138.64,87.24,44.66,106.96,100.13,86.55,167.8,127.45,108.56,197.92,133.01,82.73,103.15,103.13,105.65,84.38,100.59,123.29,142.59,103,134,96.07,2050,1280915
"667","FR51","Pays de la Loire","France",117.52,176.48,75.72,106.67,101.64,161.96,172.64,194.38,95.99,148.76,133.16,97.34,76.56,95.59,116.21,101.73,142.88,104.1,106.19,157.22,88.09,45.81,102.19,96.02,105.9,56.25,99.98,98.55,78.93,117.9,39.74,109.93,2050,4303370
"675","FR52","Bretagne","France",115.74,167.53,60.46,103.4,103.5,155.43,164.39,182.41,105.92,157.24,132.07,98.26,82.95,90.42,122.79,94.14,148.14,71.85,100.15,133.67,47.79,61.24,101.87,98.44,94.11,58.42,99.11,103.26,114.61,88.65,37.87,115.3,2050,3815006
"679","FR53","Poitou-Charentes","France",109.7,165.38,67.5,106.1,99.05,122.83,172.32,193.94,66.64,174.19,133.6,87.24,44.66,91.97,100.13,85.03,161.39,86.74,106.47,150.67,77.11,42.47,102.09,96.13,110.92,77.89,101.18,105.4,76.9,128.39,43.28,111.61,2050,2049133
"682","FR61","Aquitaine","France",116.63,175.34,102.72,108.58,99.82,75,151.52,163.81,66.07,145.26,128.12,90.46,51.04,97.66,100.13,104.77,138.99,70.96,106.31,121.61,44.45,95.44,101.98,102.92,110.17,151.45,100.53,107.44,124.33,87.21,106.74,93.32,2050,3919893
"686","FR62","Midi-Pyrenees","France",115.51,170.26,100.67,108.47,99.52,95.65,163.11,180.36,48.78,126.26,126.37,87.24,38.28,109.02,77.47,116.92,120.02,74.55,106.72,120.12,61.2,74.41,96.04,107.02,99.38,101.69,99.89,113.22,97.52,137.77,109.65,91.56,2050,3637344
"692","FR63","Limousin","France",100.99,167.64,121.21,94.5,104.58,151.09,159.54,175.2,39.84,169.52,131.19,77.14,25.52,111.35,61.4,91.1,153.85,87.42,106.27,149.05,81.01,95.35,102.72,99.8,91.85,136.3,100.51,106.37,123.26,101.56,127.13,93.52,2050,825737
"697","FR71","Rhone-Alpes","France",124,198.92,118.57,108.13,103.1,59.78,151.52,163.37,94.29,116.32,129.88,101.94,89.33,124.52,116.21,145.77,113.16,120.49,109.28,183.86,97.77,130.06,100.6,109.6,94.61,103.85,99.59,98.76,110.98,82.57,144.82,91.19,2050,7508411
"704","FR72","Auvergne","France",107.02,175.98,137.06,99.35,103.24,122.83,161.75,178.59,41.12,149.93,130.53,80.36,31.9,105.15,61.4,103.25,141.51,95.08,106.69,160.19,81.92,71.33,101.98,103.36,100.13,86.54,99.58,112.37,114.18,125.3,137.33,91.87,2050,1478138
"709","FR81","Languedoc-Roussillon","France",113.5,147.44,133.83,103.63,102.42,38.04,145.56,155.05,68.77,115.45,126.59,95.97,51.04,113.93,100.13,113.88,107.9,86.62,108.86,139,73.47,107.15,95.4,105.79,91.85,160.1,99.75,95.44,101.36,86.66,136.49,91.07,2050,3399111
"712","FR82","Provence-Alpes-Cote dAzur","France",121.1,184.46,141.76,106.89,102.92,17.39,155.31,169.08,90.04,98.49,122.87,104.23,82.95,141.06,116.21,157.91,96.7,97.88,107.5,135.66,85.45,165.51,96.14,110.18,93.86,164.43,99.41,76.7,77.97,64.58,145.02,88.99,2050,5990682
"717","FR83","Corse","France",93.17,151.26,170.22,94.16,101.79,36.96,128.04,129.97,35.73,157.24,122.65,76.68,19.14,127.62,61.4,89.58,140.36,17.96,57.47,48.39,1.11,156.44,93.7,107.29,80.06,302.9,99.98,54.42,51.48,46.14,183.52,89.26,2050,408649
"227","DE","GERMANY (CNT)","Germany",794.47,210.72,134.31,110.23,125.18,234.39,212.61,366.23,140.11,91.53,122.46,141.79,200,146.52,146.51,186.95,98.92,236.27,139.53,228,247.59,90.73,102.24,56.56,99.8,43.39,113.48,103.65,103.19,106.92,76.47,91.28,2050,20250626
"235","DE0","GERMANY","Germany",109.11,200.85,136.16,99.85,103.64,148.97,154.55,171.03,133.7,106.51,124.05,107.74,158.17,162.27,132.28,166.78,116.37,170.4,110.84,178.15,180.39,103.1,101.65,99.88,98.41,49.7,100.58,104.46,104.98,105.66,88.74,102.89,2050,70807021
"238","DE11","Stuttgart","Germany",118.19,241.49,113.29,101.94,105.52,105.43,164.39,182.29,123.93,80.37,118.71,114.79,102.09,250.6,134.01,252.05,79.55,181.34,110.65,190.49,171.21,77.37,101.13,102.7,95.36,56.25,101.73,119.44,112.68,137.33,84.68,103.22,2050,3357379
"244","DE12","Karlsruhe","Germany",114.4,214.2,174.92,101.37,104.48,101.09,155.54,169.45,133.85,74.53,116.3,118.01,146.75,184.46,143.34,226.24,78.64,199.62,111.14,192.77,183.26,114.85,101.34,103.73,103.14,58.42,101.09,107.97,118.67,90.63,117.77,98.84,2050,2561211
"248","DE13","Freiburg","Germany",110.6,197.81,177.86,98.11,105.53,78.26,154.6,167.94,91.74,93.53,123.96,106.07,82.95,159.4,116.21,176.13,93.5,159.18,109.9,203.2,157.01,100.5,102.51,105.78,97.12,71.4,101.1,114.19,122.83,105.54,137.53,97.22,2050,1892909
"251","DE14","Tubingen","Germany",109.48,213.18,127.08,97.32,105.73,130.43,163.6,181.15,96.56,114.28,129.44,102.85,51.04,240.78,116.21,170.06,104.47,155.62,108.82,192.46,141.62,63.79,102.19,103.71,96.12,62.74,100.56,112.15,104.46,137.22,107.78,100.2,2050,1553439
"260","DE21","Oberbayern","Germany",120.87,234.17,121.8,105.32,103.93,167.39,158.15,173.29,106.49,84.76,118.27,110.66,89.33,236.91,128.68,226.24,85.96,152.7,110.11,181.91,140.09,80.14,102.62,106.35,98.88,60.58,99.6,95.01,91.96,103.77,116.73,97.74,2050,4545210
"262","DE22","Niederbayern","Germany",105.01,194.98,119.16,95.63,105.27,184.78,166.75,185.73,73.16,144.67,132.72,92.75,25.52,274.37,100.13,127.54,126.42,135.4,109.69,179.76,130.97,69.85,101.34,103.04,97.87,62.74,100.11,105.19,96.77,126.07,90.09,97.34,2050,1075351
"270","DE23","Oberpfalz","Germany",104.56,219,175.21,98.44,103.01,167.39,152.06,164.47,61.4,132.98,129.66,90.92,38.28,174.13,89.94,144.25,125.5,147.45,111.1,185.82,153.58,88.87,101.24,101.82,90.85,62.74,100.76,133.79,138.64,132.91,132.54,96.14,2050,922485
"274","DE24","Oberfranken","Germany",103.89,221.42,168.46,91.91,107.63,154.35,162.27,179.42,71.04,126.26,131.63,94.59,31.9,258.09,100.13,150.32,122.07,155.51,111.33,181.28,176.96,94.48,101.24,102.87,92.1,58.42,101.97,128.97,134.69,126.62,118.39,99.02,2050,838143
